academic_year,school_id,proficiency_level,number_of_students,pct,attending_district_institutional_id,district,school
2018-2019,746,4,5,0.0847457627118644,2142,Salem-Keizer SD 24J,Kennedy Elementary School
2018-2019,746,3,7,0.11864406779661017,2142,Salem-Keizer SD 24J,Kennedy Elementary School
2018-2019,746,2,19,0.3220338983050847,2142,Salem-Keizer SD 24J,Kennedy Elementary School
2018-2019,746,1,28,0.4745762711864407,2142,Salem-Keizer SD 24J,Kennedy Elementary School
2018-2019,3375,4,6,0.07228915662650602,2142,Salem-Keizer SD 24J,Lamb Elementary School
2018-2019,3375,3,14,0.1686746987951807,2142,Salem-Keizer SD 24J,Lamb Elementary School
2018-2019,3375,2,24,0.2891566265060241,2142,Salem-Keizer SD 24J,Lamb Elementary School
2018-2019,3375,1,39,0.46987951807228917,2142,Salem-Keizer SD 24J,Lamb Elementary School
2018-2019,3526,4,10,0.25,2142,Salem-Keizer SD 24J,Lee Elementary School
2018-2019,3526,3,12,0.3,2142,Salem-Keizer SD 24J,Lee Elementary School
2018-2019,3526,2,8,0.2,2142,Salem-Keizer SD 24J,Lee Elementary School
2018-2019,3526,1,10,0.25,2142,Salem-Keizer SD 24J,Lee Elementary School
2018-2019,749,4,4,0.07272727272727272,2142,Salem-Keizer SD 24J,Liberty Elementary School
2018-2019,749,3,14,0.2545454545454545,2142,Salem-Keizer SD 24J,Liberty Elementary School
2018-2019,749,2,18,0.32727272727272727,2142,Salem-Keizer SD 24J,Liberty Elementary School
2018-2019,749,1,19,0.34545454545454546,2142,Salem-Keizer SD 24J,Liberty Elementary School
2018-2019,750,4,11,0.22,2142,Salem-Keizer SD 24J,McKinley Elementary School
2018-2019,750,3,13,0.26,2142,Salem-Keizer SD 24J,McKinley Elementary School
2018-2019,750,2,10,0.2,2142,Salem-Keizer SD 24J,McKinley Elementary School
2018-2019,750,1,16,0.32,2142,Salem-Keizer SD 24J,McKinley Elementary School
2018-2019,3215,4,3,0.04225352112676056,2142,Salem-Keizer SD 24J,Miller Elementary School
2018-2019,3215,3,13,0.18309859154929578,2142,Salem-Keizer SD 24J,Miller Elementary School
2018-2019,3215,2,19,0.2676056338028169,2142,Salem-Keizer SD 24J,Miller Elementary School
2018-2019,3215,1,36,0.5070422535211268,2142,Salem-Keizer SD 24J,Miller Elementary School
2018-2019,753,4,12,0.2222222222222222,2142,Salem-Keizer SD 24J,Morningside Elementary School
2018-2019,753,3,12,0.2222222222222222,2142,Salem-Keizer SD 24J,Morningside Elementary School
2018-2019,753,2,13,0.24074074074074073,2142,Salem-Keizer SD 24J,Morningside Elementary School
2018-2019,753,1,17,0.3148148148148148,2142,Salem-Keizer SD 24J,Morningside Elementary School
2018-2019,754,4,14,0.13861386138613863,2142,Salem-Keizer SD 24J,Myers Elementary School
2018-2019,754,3,31,0.3069306930693069,2142,Salem-Keizer SD 24J,Myers Elementary School
2018-2019,754,2,31,0.3069306930693069,2142,Salem-Keizer SD 24J,Myers Elementary School
2018-2019,754,1,25,0.24752475247524752,2142,Salem-Keizer SD 24J,Myers Elementary School
2018-2019,3528,4,4,0.16,2142,Salem-Keizer SD 24J,Optimum Learning Environment Charter School
2018-2019,3528,3,8,0.32,2142,Salem-Keizer SD 24J,Optimum Learning Environment Charter School
2018-2019,3528,2,8,0.32,2142,Salem-Keizer SD 24J,Optimum Learning Environment Charter School
2018-2019,3528,1,5,0.2,2142,Salem-Keizer SD 24J,Optimum Learning Environment Charter School
2018-2019,756,4,24,0.2727272727272727,2142,Salem-Keizer SD 24J,Pringle Elementary School
2018-2019,756,3,25,0.2840909090909091,2142,Salem-Keizer SD 24J,Pringle Elementary School
2018-2019,756,2,19,0.2159090909090909,2142,Salem-Keizer SD 24J,Pringle Elementary School
2018-2019,756,1,20,0.22727272727272727,2142,Salem-Keizer SD 24J,Pringle Elementary School
2018-2019,757,4,0,0,2142,Salem-Keizer SD 24J,Richmond Elementary School
2018-2019,757,3,6,0.18181818181818182,2142,Salem-Keizer SD 24J,Richmond Elementary School
2018-2019,757,2,8,0.24242424242424243,2142,Salem-Keizer SD 24J,Richmond Elementary School
2018-2019,757,1,19,0.5757575757575758,2142,Salem-Keizer SD 24J,Richmond Elementary School
2018-2019,759,4,8,0.18604651162790697,2142,Salem-Keizer SD 24J,Salem Heights Elementary School
2018-2019,759,3,15,0.3488372093023256,2142,Salem-Keizer SD 24J,Salem Heights Elementary School
2018-2019,759,2,9,0.20930232558139536,2142,Salem-Keizer SD 24J,Salem Heights Elementary School
2018-2019,759,1,11,0.2558139534883721,2142,Salem-Keizer SD 24J,Salem Heights Elementary School
2018-2019,760,4,18,0.20930232558139536,2142,Salem-Keizer SD 24J,Schirle Elementary School
2018-2019,760,3,19,0.22093023255813954,2142,Salem-Keizer SD 24J,Schirle Elementary School
2018-2019,760,2,23,0.26744186046511625,2142,Salem-Keizer SD 24J,Schirle Elementary School
2018-2019,760,1,26,0.3023255813953488,2142,Salem-Keizer SD 24J,Schirle Elementary School
2018-2019,741,4,5,0.056179775280898875,2142,Salem-Keizer SD 24J,Scott Elementary School
2018-2019,741,3,17,0.19101123595505617,2142,Salem-Keizer SD 24J,Scott Elementary School
2018-2019,741,2,21,0.23595505617977527,2142,Salem-Keizer SD 24J,Scott Elementary School
2018-2019,741,1,46,0.5168539325842697,2142,Salem-Keizer SD 24J,Scott Elementary School
2018-2019,761,4,27,0.2727272727272727,2142,Salem-Keizer SD 24J,Sumpter Elementary School
2018-2019,761,3,34,0.3434343434343434,2142,Salem-Keizer SD 24J,Sumpter Elementary School
2018-2019,761,2,21,0.21212121212121213,2142,Salem-Keizer SD 24J,Sumpter Elementary School
2018-2019,761,1,17,0.1717171717171717,2142,Salem-Keizer SD 24J,Sumpter Elementary School
2018-2019,762,4,10,0.10416666666666667,2142,Salem-Keizer SD 24J,Swegle Elementary School
2018-2019,762,3,12,0.125,2142,Salem-Keizer SD 24J,Swegle Elementary School
2018-2019,762,2,22,0.22916666666666666,2142,Salem-Keizer SD 24J,Swegle Elementary School
2018-2019,762,1,52,0.5416666666666666,2142,Salem-Keizer SD 24J,Swegle Elementary School
2018-2019,4390,4,9,0.3333333333333333,2142,Salem-Keizer SD 24J,Valley Inquiry Charter School
2018-2019,4390,3,5,0.18518518518518517,2142,Salem-Keizer SD 24J,Valley Inquiry Charter School
2018-2019,4390,2,5,0.18518518518518517,2142,Salem-Keizer SD 24J,Valley Inquiry Charter School
2018-2019,4390,1,8,0.2962962962962963,2142,Salem-Keizer SD 24J,Valley Inquiry Charter School
2018-2019,763,4,8,0.13114754098360656,2142,Salem-Keizer SD 24J,Washington Elementary School
2018-2019,763,3,15,0.2459016393442623,2142,Salem-Keizer SD 24J,Washington Elementary School
2018-2019,763,2,18,0.29508196721311475,2142,Salem-Keizer SD 24J,Washington Elementary School
2018-2019,763,1,20,0.32786885245901637,2142,Salem-Keizer SD 24J,Washington Elementary School
2018-2019,3374,4,3,0.0410958904109589,2142,Salem-Keizer SD 24J,Weddle Elementary School
2018-2019,3374,3,8,0.1095890410958904,2142,Salem-Keizer SD 24J,Weddle Elementary School
2018-2019,3374,2,19,0.2602739726027397,2142,Salem-Keizer SD 24J,Weddle Elementary School
2018-2019,3374,1,43,0.589041095890411,2142,Salem-Keizer SD 24J,Weddle Elementary School
2018-2019,737,4,20,0.32786885245901637,2142,Salem-Keizer SD 24J,Wright Elementary School
2018-2019,737,3,15,0.2459016393442623,2142,Salem-Keizer SD 24J,Wright Elementary School
2018-2019,737,2,13,0.21311475409836064,2142,Salem-Keizer SD 24J,Wright Elementary School
2018-2019,737,1,13,0.21311475409836064,2142,Salem-Keizer SD 24J,Wright Elementary School
2018-2019,764,4,37,0.3854166666666667,2142,Salem-Keizer SD 24J,Yoshikai Elementary School
2018-2019,764,3,25,0.2604166666666667,2142,Salem-Keizer SD 24J,Yoshikai Elementary School
2018-2019,764,2,19,0.19791666666666666,2142,Salem-Keizer SD 24J,Yoshikai Elementary School
2018-2019,764,1,15,0.15625,2142,Salem-Keizer SD 24J,Yoshikai Elementary School
2018-2019,4399,4,14,0.12962962962962962,2104,Santiam Canyon SD 129J,Oregon Connections Academy
2018-2019,4399,3,33,0.3055555555555556,2104,Santiam Canyon SD 129J,Oregon Connections Academy
2018-2019,4399,2,21,0.19444444444444445,2104,Santiam Canyon SD 129J,Oregon Connections Academy
2018-2019,4399,1,40,0.37037037037037035,2104,Santiam Canyon SD 129J,Oregon Connections Academy
2018-2019,681,4,1,0.025,2104,Santiam Canyon SD 129J,Santiam Elementary School
2018-2019,681,3,10,0.25,2104,Santiam Canyon SD 129J,Santiam Elementary School
2018-2019,681,2,12,0.3,2104,Santiam Canyon SD 129J,Santiam Elementary School
2018-2019,681,1,17,0.425,2104,Santiam Canyon SD 129J,Santiam Elementary School
2018-2019,158,4,14,0.17073170731707318,1944,Scappoose SD 1J,Grant Watts Elementary School
2018-2019,158,3,23,0.2804878048780488,1944,Scappoose SD 1J,Grant Watts Elementary School
2018-2019,158,2,20,0.24390243902439024,1944,Scappoose SD 1J,Grant Watts Elementary School
2018-2019,158,1,25,0.3048780487804878,1944,Scappoose SD 1J,Grant Watts Elementary School
2018-2019,958,4,6,0.25,1944,Scappoose SD 1J,Sauvie Island School
2018-2019,958,3,10,0.4166666666666667,1944,Scappoose SD 1J,Sauvie Island School
2018-2019,958,2,3,0.125,1944,Scappoose SD 1J,Sauvie Island School
2018-2019,958,1,5,0.20833333333333334,1944,Scappoose SD 1J,Sauvie Island School
2018-2019,4221,4,0,0,1944,Scappoose SD 1J,South Columbia Family School
2018-2019,4221,3,3,0.3,1944,Scappoose SD 1J,South Columbia Family School
2018-2019,4221,2,2,0.2,1944,Scappoose SD 1J,South Columbia Family School
2018-2019,4221,1,5,0.5,1944,Scappoose SD 1J,South Columbia Family School
2018-2019,160,4,3,0.0625,1944,Scappoose SD 1J,Warren Elementary School
2018-2019,160,3,11,0.22916666666666666,1944,Scappoose SD 1J,Warren Elementary School
2018-2019,160,2,15,0.3125,1944,Scappoose SD 1J,Warren Elementary School
2018-2019,160,1,19,0.3958333333333333,1944,Scappoose SD 1J,Warren Elementary School
2018-2019,676,4,8,0.14545454545454545,2103,Scio SD 95,Centennial Elementary School
2018-2019,676,3,16,0.2909090909090909,2103,Scio SD 95,Centennial Elementary School
2018-2019,676,2,11,0.2,2103,Scio SD 95,Centennial Elementary School
2018-2019,676,1,20,0.36363636363636365,2103,Scio SD 95,Centennial Elementary School
2018-2019,2994,4,NA,NA,2103,Scio SD 95,Lourdes School
2018-2019,2994,3,NA,NA,2103,Scio SD 95,Lourdes School
2018-2019,2994,2,NA,NA,2103,Scio SD 95,Lourdes School
2018-2019,2994,1,NA,NA,2103,Scio SD 95,Lourdes School
2018-2019,153,4,5,0.09433962264150944,1935,Seaside SD 10,Gearhart Elementary School
2018-2019,153,3,10,0.18867924528301888,1935,Seaside SD 10,Gearhart Elementary School
2018-2019,153,2,24,0.4528301886792453,1935,Seaside SD 10,Gearhart Elementary School
2018-2019,153,1,14,0.2641509433962264,1935,Seaside SD 10,Gearhart Elementary School
2018-2019,152,4,8,0.10126582278481013,1935,Seaside SD 10,Seaside Heights Elementary School
2018-2019,152,3,19,0.24050632911392406,1935,Seaside SD 10,Seaside Heights Elementary School
2018-2019,152,2,25,0.31645569620253167,1935,Seaside SD 10,Seaside Heights Elementary School
2018-2019,152,1,27,0.34177215189873417,1935,Seaside SD 10,Seaside Heights Elementary School
2018-2019,5385,4,NA,NA,1935,Seaside SD 10,The Cannon Beach Academy
2018-2019,5385,3,NA,NA,1935,Seaside SD 10,The Cannon Beach Academy
2018-2019,5385,2,NA,NA,1935,Seaside SD 10,The Cannon Beach Academy
2018-2019,5385,1,NA,NA,1935,Seaside SD 10,The Cannon Beach Academy
2018-2019,1235,4,4,0.08695652173913043,2257,Sheridan SD 48J,Faulconer-Chapman School
2018-2019,1235,3,13,0.2826086956521739,2257,Sheridan SD 48J,Faulconer-Chapman School
2018-2019,1235,2,11,0.2391304347826087,2257,Sheridan SD 48J,Faulconer-Chapman School
2018-2019,1235,1,18,0.391304347826087,2257,Sheridan SD 48J,Faulconer-Chapman School
2018-2019,4833,4,NA,NA,2257,Sheridan SD 48J,Sheridan AllPrep Academy
2018-2019,4833,3,NA,NA,2257,Sheridan SD 48J,Sheridan AllPrep Academy
2018-2019,4833,2,NA,NA,2257,Sheridan SD 48J,Sheridan AllPrep Academy
2018-2019,4833,1,NA,NA,2257,Sheridan SD 48J,Sheridan AllPrep Academy
2018-2019,1010,4,2,0.09090909090909091,2195,Sherman County SD,Sherman County School
2018-2019,1010,3,10,0.45454545454545453,2195,Sherman County SD,Sherman County School
2018-2019,1010,2,5,0.22727272727272727,2195,Sherman County SD,Sherman County School
2018-2019,1010,1,5,0.22727272727272727,2195,Sherman County SD,Sherman County School
2018-2019,1334,4,46,0.4339622641509434,2244,Sherwood SD 88J,Archer Glen Elementary School
2018-2019,1334,3,42,0.39622641509433965,2244,Sherwood SD 88J,Archer Glen Elementary School
2018-2019,1334,2,16,0.1509433962264151,2244,Sherwood SD 88J,Archer Glen Elementary School
2018-2019,1334,1,2,0.018867924528301886,2244,Sherwood SD 88J,Archer Glen Elementary School
2018-2019,4730,4,42,0.4375,2244,Sherwood SD 88J,Edy Ridge Elementary School
2018-2019,4730,3,35,0.3645833333333333,2244,Sherwood SD 88J,Edy Ridge Elementary School
2018-2019,4730,2,14,0.14583333333333334,2244,Sherwood SD 88J,Edy Ridge Elementary School
2018-2019,4730,1,5,0.052083333333333336,2244,Sherwood SD 88J,Edy Ridge Elementary School
2018-2019,1191,4,23,0.30666666666666664,2244,Sherwood SD 88J,J Clyde Hopkins Elementary School
2018-2019,1191,3,18,0.24,2244,Sherwood SD 88J,J Clyde Hopkins Elementary School
2018-2019,1191,2,22,0.29333333333333333,2244,Sherwood SD 88J,J Clyde Hopkins Elementary School
2018-2019,1191,1,12,0.16,2244,Sherwood SD 88J,J Clyde Hopkins Elementary School
2018-2019,3222,4,44,0.4536082474226804,2244,Sherwood SD 88J,Middleton Elementary School
2018-2019,3222,3,32,0.32989690721649484,2244,Sherwood SD 88J,Middleton Elementary School
2018-2019,3222,2,13,0.13402061855670103,2244,Sherwood SD 88J,Middleton Elementary School
2018-2019,3222,1,8,0.08247422680412371,2244,Sherwood SD 88J,Middleton Elementary School
2018-2019,4220,4,9,0.36,2244,Sherwood SD 88J,Sherwood Charter School
2018-2019,4220,3,8,0.32,2244,Sherwood SD 88J,Sherwood Charter School
2018-2019,4220,2,5,0.2,2244,Sherwood SD 88J,Sherwood Charter School
2018-2019,4220,1,3,0.12,2244,Sherwood SD 88J,Sherwood Charter School
2018-2019,784,4,5,0.3125,2138,Silver Falls SD 4J,Bethany Charter School
2018-2019,784,3,8,0.5,2138,Silver Falls SD 4J,Bethany Charter School
2018-2019,784,2,2,0.125,2138,Silver Falls SD 4J,Bethany Charter School
2018-2019,784,1,1,0.0625,2138,Silver Falls SD 4J,Bethany Charter School
2018-2019,119,4,1,0.03333333333333333,2138,Silver Falls SD 4J,Butte Creek Elementary School
2018-2019,119,3,6,0.2,2138,Silver Falls SD 4J,Butte Creek Elementary School
2018-2019,119,2,8,0.26666666666666666,2138,Silver Falls SD 4J,Butte Creek Elementary School
2018-2019,119,1,15,0.5,2138,Silver Falls SD 4J,Butte Creek Elementary School
2018-2019,807,4,7,0.35,2138,Silver Falls SD 4J,Central Howell Elementary School
2018-2019,807,3,6,0.3,2138,Silver Falls SD 4J,Central Howell Elementary School
2018-2019,807,2,3,0.15,2138,Silver Falls SD 4J,Central Howell Elementary School
2018-2019,807,1,4,0.2,2138,Silver Falls SD 4J,Central Howell Elementary School
2018-2019,718,4,NA,NA,2138,Silver Falls SD 4J,Evergreen Elementary School
2018-2019,718,3,NA,NA,2138,Silver Falls SD 4J,Evergreen Elementary School
2018-2019,718,2,NA,NA,2138,Silver Falls SD 4J,Evergreen Elementary School
2018-2019,718,1,NA,NA,2138,Silver Falls SD 4J,Evergreen Elementary School
2018-2019,780,4,NA,NA,2138,Silver Falls SD 4J,Pratum Elementary School
2018-2019,780,3,NA,NA,2138,Silver Falls SD 4J,Pratum Elementary School
2018-2019,780,2,NA,NA,2138,Silver Falls SD 4J,Pratum Elementary School
2018-2019,780,1,NA,NA,2138,Silver Falls SD 4J,Pratum Elementary School
2018-2019,716,4,13,0.10833333333333334,2138,Silver Falls SD 4J,Robert Frost Elementary School
2018-2019,716,3,36,0.3,2138,Silver Falls SD 4J,Robert Frost Elementary School
2018-2019,716,2,30,0.25,2138,Silver Falls SD 4J,Robert Frost Elementary School
2018-2019,716,1,41,0.3416666666666667,2138,Silver Falls SD 4J,Robert Frost Elementary School
2018-2019,785,4,2,0.125,2138,Silver Falls SD 4J,Scotts Mills Elementary School
2018-2019,785,3,6,0.375,2138,Silver Falls SD 4J,Scotts Mills Elementary School
2018-2019,785,2,4,0.25,2138,Silver Falls SD 4J,Scotts Mills Elementary School
2018-2019,785,1,4,0.25,2138,Silver Falls SD 4J,Scotts Mills Elementary School
2018-2019,795,4,1,0.1,2138,Silver Falls SD 4J,Silver Crest Elementary School
2018-2019,795,3,3,0.3,2138,Silver Falls SD 4J,Silver Crest Elementary School
2018-2019,795,2,3,0.3,2138,Silver Falls SD 4J,Silver Crest Elementary School
2018-2019,795,1,3,0.3,2138,Silver Falls SD 4J,Silver Crest Elementary School
2018-2019,4746,4,3,0.2,2138,Silver Falls SD 4J,The Community Roots School
2018-2019,4746,3,4,0.26666666666666666,2138,Silver Falls SD 4J,The Community Roots School
2018-2019,4746,2,5,0.3333333333333333,2138,Silver Falls SD 4J,The Community Roots School
2018-2019,4746,1,3,0.2,2138,Silver Falls SD 4J,The Community Roots School
2018-2019,777,4,10,0.45454545454545453,2138,Silver Falls SD 4J,Victor Point Elementary School
2018-2019,777,3,9,0.4090909090909091,2138,Silver Falls SD 4J,Victor Point Elementary School
2018-2019,777,2,2,0.09090909090909091,2138,Silver Falls SD 4J,Victor Point Elementary School
2018-2019,777,1,1,0.045454545454545456,2138,Silver Falls SD 4J,Victor Point Elementary School
2018-2019,264,4,19,0.27941176470588236,1978,Sisters SD 6,Sisters Elementary School
2018-2019,264,3,20,0.29411764705882354,1978,Sisters SD 6,Sisters Elementary School
2018-2019,264,2,18,0.2647058823529412,1978,Sisters SD 6,Sisters Elementary School
2018-2019,264,1,11,0.16176470588235295,1978,Sisters SD 6,Sisters Elementary School
2018-2019,609,4,12,0.13636363636363635,2096,Siuslaw SD 97J,Siuslaw Elementary School
2018-2019,609,3,23,0.26136363636363635,2096,Siuslaw SD 97J,Siuslaw Elementary School
2018-2019,609,2,27,0.3068181818181818,2096,Siuslaw SD 97J,Siuslaw Elementary School
2018-2019,609,1,26,0.29545454545454547,2096,Siuslaw SD 97J,Siuslaw Elementary School
2018-2019,357,4,NA,NA,2022,South Harney SD 33,Fields Elementary School
2018-2019,357,3,NA,NA,2022,South Harney SD 33,Fields Elementary School
2018-2019,357,2,NA,NA,2022,South Harney SD 33,Fields Elementary School
2018-2019,357,1,NA,NA,2022,South Harney SD 33,Fields Elementary School
2018-2019,4555,4,4,0.2857142857142857,2087,South Lane SD 45J3,Academy for Character Education
2018-2019,4555,3,4,0.2857142857142857,2087,South Lane SD 45J3,Academy for Character Education
2018-2019,4555,2,5,0.35714285714285715,2087,South Lane SD 45J3,Academy for Character Education
2018-2019,4555,1,1,0.07142857142857142,2087,South Lane SD 45J3,Academy for Character Education
2018-2019,573,4,6,0.10909090909090909,2087,South Lane SD 45J3,Bohemia Elementary School
2018-2019,573,3,16,0.2909090909090909,2087,South Lane SD 45J3,Bohemia Elementary School
2018-2019,573,2,12,0.21818181818181817,2087,South Lane SD 45J3,Bohemia Elementary School
2018-2019,573,1,21,0.38181818181818183,2087,South Lane SD 45J3,Bohemia Elementary School
2018-2019,574,4,NA,NA,2087,South Lane SD 45J3,Dorena School
2018-2019,574,3,NA,NA,2087,South Lane SD 45J3,Dorena School
2018-2019,574,2,NA,NA,2087,South Lane SD 45J3,Dorena School
2018-2019,574,1,NA,NA,2087,South Lane SD 45J3,Dorena School
2018-2019,576,4,8,0.12903225806451613,2087,South Lane SD 45J3,Harrison Elementary School
2018-2019,576,3,14,0.22580645161290322,2087,South Lane SD 45J3,Harrison Elementary School
2018-2019,576,2,22,0.3548387096774194,2087,South Lane SD 45J3,Harrison Elementary School
2018-2019,576,1,18,0.2903225806451613,2087,South Lane SD 45J3,Harrison Elementary School
2018-2019,577,4,3,0.21428571428571427,2087,South Lane SD 45J3,Latham Elementary School
2018-2019,577,3,4,0.2857142857142857,2087,South Lane SD 45J3,Latham Elementary School
2018-2019,577,2,4,0.2857142857142857,2087,South Lane SD 45J3,Latham Elementary School
2018-2019,577,1,3,0.21428571428571427,2087,South Lane SD 45J3,Latham Elementary School
2018-2019,578,4,1,0.07142857142857142,2087,South Lane SD 45J3,London School
2018-2019,578,3,4,0.2857142857142857,2087,South Lane SD 45J3,London School
2018-2019,578,2,7,0.5,2087,South Lane SD 45J3,London School
2018-2019,578,1,2,0.14285714285714285,2087,South Lane SD 45J3,London School
2018-2019,289,4,7,0.2692307692307692,1994,South Umpqua SD 19,Canyonville School
2018-2019,289,3,3,0.11538461538461539,1994,South Umpqua SD 19,Canyonville School
2018-2019,289,2,4,0.15384615384615385,1994,South Umpqua SD 19,Canyonville School
2018-2019,289,1,12,0.46153846153846156,1994,South Umpqua SD 19,Canyonville School
2018-2019,290,4,4,0.08333333333333333,1994,South Umpqua SD 19,Myrtle Creek Elementary School
2018-2019,290,3,14,0.2916666666666667,1994,South Umpqua SD 19,Myrtle Creek Elementary School
2018-2019,290,2,11,0.22916666666666666,1994,South Umpqua SD 19,Myrtle Creek Elementary School
2018-2019,290,1,19,0.3958333333333333,1994,South Umpqua SD 19,Myrtle Creek Elementary School
2018-2019,292,4,2,0.0392156862745098,1994,South Umpqua SD 19,Tri City Elementary School
2018-2019,292,3,15,0.29411764705882354,1994,South Umpqua SD 19,Tri City Elementary School
2018-2019,292,2,13,0.2549019607843137,1994,South Umpqua SD 19,Tri City Elementary School
2018-2019,292,1,21,0.4117647058823529,1994,South Umpqua SD 19,Tri City Elementary School
2018-2019,1108,4,3,0.21428571428571427,2225,South Wasco County SD 1,Maupin Elementary School
2018-2019,1108,3,5,0.35714285714285715,2225,South Wasco County SD 1,Maupin Elementary School
2018-2019,1108,2,4,0.2857142857142857,2225,South Wasco County SD 1,Maupin Elementary School
2018-2019,1108,1,2,0.14285714285714285,2225,South Wasco County SD 1,Maupin Elementary School
2018-2019,3403,4,NA,NA,2247,Spray SD 1,Spray School
2018-2019,3403,3,NA,NA,2247,Spray SD 1,Spray School
2018-2019,3403,2,NA,NA,2247,Spray SD 1,Spray School
2018-2019,3403,1,NA,NA,2247,Spray SD 1,Spray School
2018-2019,544,4,7,0.13725490196078433,2083,Springfield SD 19,Centennial Elementary School
2018-2019,544,3,9,0.17647058823529413,2083,Springfield SD 19,Centennial Elementary School
2018-2019,544,2,11,0.21568627450980393,2083,Springfield SD 19,Centennial Elementary School
2018-2019,544,1,24,0.47058823529411764,2083,Springfield SD 19,Centennial Elementary School
2018-2019,545,4,14,0.2857142857142857,2083,Springfield SD 19,Douglas Gardens Elementary School
2018-2019,545,3,7,0.14285714285714285,2083,Springfield SD 19,Douglas Gardens Elementary School
2018-2019,545,2,14,0.2857142857142857,2083,Springfield SD 19,Douglas Gardens Elementary School
2018-2019,545,1,14,0.2857142857142857,2083,Springfield SD 19,Douglas Gardens Elementary School
2018-2019,546,4,17,0.3148148148148148,2083,Springfield SD 19,Elizabeth Page Elementary School
2018-2019,546,3,15,0.2777777777777778,2083,Springfield SD 19,Elizabeth Page Elementary School
2018-2019,546,2,11,0.2037037037037037,2083,Springfield SD 19,Elizabeth Page Elementary School
2018-2019,546,1,11,0.2037037037037037,2083,Springfield SD 19,Elizabeth Page Elementary School
2018-2019,548,4,8,0.125,2083,Springfield SD 19,Guy Lee Elementary School
2018-2019,548,3,6,0.09375,2083,Springfield SD 19,Guy Lee Elementary School
2018-2019,548,2,11,0.171875,2083,Springfield SD 19,Guy Lee Elementary School
2018-2019,548,1,39,0.609375,2083,Springfield SD 19,Guy Lee Elementary School
2018-2019,550,4,5,0.09090909090909091,2083,Springfield SD 19,Maple Elementary School
2018-2019,550,3,15,0.2727272727272727,2083,Springfield SD 19,Maple Elementary School
2018-2019,550,2,15,0.2727272727272727,2083,Springfield SD 19,Maple Elementary School
2018-2019,550,1,20,0.36363636363636365,2083,Springfield SD 19,Maple Elementary School
2018-2019,554,4,2,0.0625,2083,Springfield SD 19,Mt Vernon Elementary School
2018-2019,554,3,12,0.375,2083,Springfield SD 19,Mt Vernon Elementary School
2018-2019,554,2,8,0.25,2083,Springfield SD 19,Mt Vernon Elementary School
2018-2019,554,1,10,0.3125,2083,Springfield SD 19,Mt Vernon Elementary School
2018-2019,553,4,15,0.22727272727272727,2083,Springfield SD 19,Ridgeview Elementary School
2018-2019,553,3,17,0.25757575757575757,2083,Springfield SD 19,Ridgeview Elementary School
2018-2019,553,2,19,0.2878787878787879,2083,Springfield SD 19,Ridgeview Elementary School
2018-2019,553,1,15,0.22727272727272727,2083,Springfield SD 19,Ridgeview Elementary School
2018-2019,1352,4,11,0.1375,2083,Springfield SD 19,Riverbend Elementary School
2018-2019,1352,3,25,0.3125,2083,Springfield SD 19,Riverbend Elementary School
2018-2019,1352,2,12,0.15,2083,Springfield SD 19,Riverbend Elementary School
2018-2019,1352,1,32,0.4,2083,Springfield SD 19,Riverbend Elementary School
2018-2019,556,4,16,0.2711864406779661,2083,Springfield SD 19,Thurston Elementary School
2018-2019,556,3,20,0.3389830508474576,2083,Springfield SD 19,Thurston Elementary School
2018-2019,556,2,17,0.288135593220339,2083,Springfield SD 19,Thurston Elementary School
2018-2019,556,1,6,0.1016949152542373,2083,Springfield SD 19,Thurston Elementary School
2018-2019,5059,4,3,0.04054054054054054,2083,Springfield SD 19,Two Rivers Dos Rios Elementary
2018-2019,5059,3,14,0.1891891891891892,2083,Springfield SD 19,Two Rivers Dos Rios Elementary
2018-2019,5059,2,24,0.32432432432432434,2083,Springfield SD 19,Two Rivers Dos Rios Elementary
2018-2019,5059,1,33,0.44594594594594594,2083,Springfield SD 19,Two Rivers Dos Rios Elementary
2018-2019,558,4,3,0.13043478260869565,2083,Springfield SD 19,Walterville Elementary School
2018-2019,558,3,6,0.2608695652173913,2083,Springfield SD 19,Walterville Elementary School
2018-2019,558,2,7,0.30434782608695654,2083,Springfield SD 19,Walterville Elementary School
2018-2019,558,1,7,0.30434782608695654,2083,Springfield SD 19,Walterville Elementary School
2018-2019,559,4,16,0.2962962962962963,2083,Springfield SD 19,Yolanda Elementary School
2018-2019,559,3,18,0.3333333333333333,2083,Springfield SD 19,Yolanda Elementary School
2018-2019,559,2,12,0.2222222222222222,2083,Springfield SD 19,Yolanda Elementary School
2018-2019,559,1,8,0.14814814814814814,2083,Springfield SD 19,Yolanda Elementary School
2018-2019,179,4,7,0.30434782608695654,1948,St Helens SD 502,Columbia City School
2018-2019,179,3,8,0.34782608695652173,1948,St Helens SD 502,Columbia City School
2018-2019,179,2,4,0.17391304347826086,1948,St Helens SD 502,Columbia City School
2018-2019,179,1,4,0.17391304347826086,1948,St Helens SD 502,Columbia City School
2018-2019,3569,4,4,0.05714285714285714,1948,St Helens SD 502,Lewis & Clark Elementary School
2018-2019,3569,3,14,0.2,1948,St Helens SD 502,Lewis & Clark Elementary School
2018-2019,3569,2,19,0.2714285714285714,1948,St Helens SD 502,Lewis & Clark Elementary School
2018-2019,3569,1,33,0.4714285714285714,1948,St Helens SD 502,Lewis & Clark Elementary School
